,Unnamed: 0,long_name,short_name,chapter,verse,text,title,sorting_order,native_language,bible_version,sentiment,subjectivity,common_name,ner_person,ner_place,person
134137,36211,1 Maccabees,1Ma,8,8,"And the country of India, and Media and Lydia and of the goodliest countries, which they took of him, and gave to king Eumenes:",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,['Eumenes'],"['India', 'Media']","['India', 'Media']"
134146,36220,1 Maccabees,1Ma,8,17,"In consideration of these things, Judas chose Eupolemus the son of John, the son of Accos, and Jason the son of Eleazar, and sent them to Rome, to make a league of amity and confederacy with them,",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,"['Judas', 'John', 'Jason']","['Eupolemus', 'Accos', 'Eleazar', 'Rome']","['Eupolemus', 'Accos', 'Eleazar', 'Rome']"
134147,36221,1 Maccabees,1Ma,8,18,And to intreat them that they would take the yoke from them; for they saw that the kingdom of the Grecians did oppress Israel with servitude.,,,English,KJV_1769,Neutral,"('Objective', 0.0)",,[],['Israel'],['Israel']
134148,36222,1 Maccabees,1Ma,8,19,"They went therefore to Rome, which was a very great journey, and came into the senate, where they spake and said.",,,English,KJV_1769,Positive,"('Subjective', 0.9750000000000001)",,[],['Rome'],['Rome']
134151,36225,1 Maccabees,1Ma,8,22,"And this is the copy of the epistle which the senate wrote back again in tables of brass, and sent to Jerusalem, that there they might have by them a memorial of peace and confederacy:",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,[],['Jerusalem'],['Jerusalem']
134159,36233,1 Maccabees,1Ma,8,30,"Howbeit if hereafter the one party or the other shall think to meet to add or diminish any thing, they may do it at their pleasures, and whatsoever they shall add or take away shall be ratified.",,,English,KJV_1769,Negative,"('Objective', 0.375)",,[],['Howbeit'],['Howbeit']
134163,36237,1 Maccabees,1Ma,9,2,"Who went forth by the way that leadeth to Galgala, and pitched their tents before Masaloth, which is in Arbela, and after they had won it, they slew much people.",,,English,KJV_1769,Positive,"('Objective', 0.2)",,[],"['Galgala', 'Masaloth', 'Arbela']","['Galgala', 'Masaloth', 'Arbela']"
134164,36238,1 Maccabees,1Ma,9,3,Also the first month of the hundred fifty and second year they encamped before Jerusalem:,,,English,KJV_1769,Positive,"('Objective', 0.16666666666666666)",,[],['Jerusalem'],['Jerusalem']
134166,36240,1 Maccabees,1Ma,9,5,"Now Judas had pitched his tents at Eleasa, and three thousand chosen men with him:",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,['Judas'],['Eleasa'],['Eleasa']
134180,36254,1 Maccabees,1Ma,9,19,"Then Jonathan and Simon took Judas their brother, and buried him in the sepulchre of his fathers in Modin.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,"['Jonathan', 'Simon', 'Judas']",['Modin'],['Modin']
134181,36255,1 Maccabees,1Ma,9,20,"Moreover they bewailed him, and all Israel made great lamentation for him, and mourned many days, saying,",,,English,KJV_1769,Positive,"('Subjective', 0.625)",,[],['Israel'],['Israel']
134182,36256,1 Maccabees,1Ma,9,21,"How is the valiant man fallen, that delivered Israel!",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,[],['Israel'],['Israel']
134184,36258,1 Maccabees,1Ma,9,23,"Now after the death of Judas the wicked began to put forth their heads in all the coasts of Israel, and there arose up all such as wrought iniquity.",,,English,KJV_1769,Neutral,"('Uncertain', 0.5)",,['Judas'],['Israel'],['Israel']
134188,36262,1 Maccabees,1Ma,9,27,"So was there a great affliction in Israel, the like whereof was not since the time that a prophet was not seen among them.",,,English,KJV_1769,Positive,"('Subjective', 0.75)",,[],['Israel'],['Israel']
134191,36265,1 Maccabees,1Ma,9,30,"Now therefore we have chosen thee this day to be our prince and captain in his stead, that thou mayest fight our battles.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,[],['thou'],['thou']
134194,36268,1 Maccabees,1Ma,9,33,"Then Jonathan, and Simon his brother, and all that were with him, perceiving that, fled into the wilderness of Thecoe, and pitched their tents by the water of the pool Asphar.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,"['Jonathan', 'Simon']",['Asphar'],['Asphar']
134195,36269,1 Maccabees,1Ma,9,34,"Which when Bacchides understood, he came near to Jordan with all his host upon the sabbath day.",,,English,KJV_1769,Positive,"('Objective', 0.4)",,[],['Jordan'],['Jordan']
134197,36271,1 Maccabees,1Ma,9,36,"But the children of Jambri came out of Medaba, and took John, and all that he had, and went their way with it.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,"['Jambri', 'John']",['Medaba'],['Medaba']
134198,36272,1 Maccabees,1Ma,9,37,"After this came word to Jonathan and Simon his brother, that the children of Jambri made a great marriage, and were bringing the bride from Nadabatha with a great train, as being the daughter of one of the great princes of Chanaan.",,,English,KJV_1769,Positive,"('Subjective', 0.75)",,"['Jonathan', 'Simon', 'Jambri', 'Nadabatha']",['Chanaan'],['Chanaan']
134203,36277,1 Maccabees,1Ma,9,42,"So when they had avenged fully the blood of their brother, they turned again to the marsh of Jordan.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,[],['Jordan'],['Jordan']
134204,36278,1 Maccabees,1Ma,9,43,"Now when Bacchides heard hereof, he came on the sabbath day unto the banks of Jordan with a great power.",,,English,KJV_1769,Positive,"('Subjective', 0.75)",,[],['Jordan'],['Jordan']
134209,36283,1 Maccabees,1Ma,9,48,"Then Jonathan and they that were with him leapt into Jordan, and swam over unto the other bank: howbeit the other passed not over Jordan unto them.",,,English,KJV_1769,Negative,"('Objective', 0.375)",,['Jonathan'],"['Jordan', 'Jordan']","['Jordan', 'Jordan']"
134211,36285,1 Maccabees,1Ma,9,50,"Afterward returned Bacchides to Jerusalem and repaired the strong cites in Judea; the fort in Jericho, and Emmaus, and Bethhoron, and Bethel, and Thamnatha, Pharathoni, and Taphon, these did he strengthen with high walls, with gates and with bars.",,,English,KJV_1769,Positive,"('Subjective', 0.6366666666666666)",,['Bethel'],"['Jerusalem', 'Jericho', 'Emmaus', 'Thamnatha']","['Jerusalem', 'Jericho', 'Emmaus', 'Thamnatha']"
134212,36286,1 Maccabees,1Ma,9,51,"And in them he set a garrison, that they might work malice upon Israel.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,[],['Israel'],['Israel']
134213,36287,1 Maccabees,1Ma,9,52,"He fortified also the city Bethsura, and Gazera, and the tower, and put forces in them, and provision of victuals.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,['Bethsura'],['Gazera'],['Gazera']
134214,36288,1 Maccabees,1Ma,9,53,"Besides, he took the chief men's sons in the country for hostages, and put them into the tower at Jerusalem to be kept.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,[],['Jerusalem'],['Jerusalem']
134223,36297,1 Maccabees,1Ma,9,62,"Afterward Jonathan, and Simon, and they that were with him, got them away to Bethbasi, which is in the wilderness, and they repaired the decays thereof, and made it strong.",,,English,KJV_1769,Positive,"('Subjective', 0.7333333333333333)",,"['Afterward Jonathan', 'Simon']",['Bethbasi'],['Bethbasi']
134234,36308,1 Maccabees,1Ma,9,73,"Thus the sword ceased from Israel: but Jonathan dwelt at Machmas, and began to govern the people; and he destroyed the ungodly men out of Israel.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,['Jonathan'],"['Israel', 'Machmas', 'Israel']","['Israel', 'Machmas', 'Israel']"
134241,36315,1 Maccabees,1Ma,10,7,"Then came Jonathan to Jerusalem, and read the letters in the audience of all the people, and of them that were in the tower:",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,['Jonathan'],['Jerusalem'],['Jerusalem']
134244,36318,1 Maccabees,1Ma,10,10,"This done, Jonathan settled himself in Jerusalem, and began to build and repair the city.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,['Jonathan'],['Jerusalem'],['Jerusalem']
134264,36338,1 Maccabees,1Ma,10,30,"And from that which appertaineth unto me to receive for the third part or the seed, and the half of the fruit of the trees, I release it from this day forth, so that they shall not be taken of the land of Judea, nor of the three governments which are added thereunto out of the country of Samaria and Galilee, from this day forth for evermore.",,,English,KJV_1769,Negative,"('Objective', 0.08333333333333333)",,[],"['Samaria', 'Galilee']","['Samaria', 'Galilee']"
134265,36339,1 Maccabees,1Ma,10,31,"Let Jerusalem also be holy and free, with the borders thereof, both from tenths and tributes.",,,English,KJV_1769,Positive,"('Subjective', 0.8)",,[],['Jerusalem'],['Jerusalem']
134266,36340,1 Maccabees,1Ma,10,32,"And as for the tower which is at Jerusalem, I yield up authority over it, and give the high priest, that he may set in it such men as he shall choose to keep it.",,,English,KJV_1769,Positive,"('Subjective', 0.52)",,[],['Jerusalem'],['Jerusalem']
134272,36346,1 Maccabees,1Ma,10,38,"And concerning the three governments that are added to Judea from the country of Samaria, let them be joined with Judea, that they may be reckoned to be under one, nor bound to obey other authority than the high priest's.",,,English,KJV_1769,Positive,"('Objective', 0.45749999999999996)",,[],['Samaria'],['Samaria']
134273,36347,1 Maccabees,1Ma,10,39,"As for Ptolemais, and the land pertaining thereto, I give it as a free gift to the sanctuary at Jerusalem for the necessary expences of the sanctuary.",,,English,KJV_1769,Positive,"('Subjective', 0.9)",,[],['Jerusalem'],['Jerusalem']
134277,36351,1 Maccabees,1Ma,10,43,"And whosoever they be that flee unto the temple at Jerusalem, or be within the liberties hereof, being indebted unto the king, or for any other matter, let them be at liberty, and all that they have in my realm.",,,English,KJV_1769,Negative,"('Objective', 0.375)",,[],['Jerusalem'],['Jerusalem']
134279,36353,1 Maccabees,1Ma,10,45,"Yea, and for the building of the walls of Jerusalem, and the fortifying thereof round about, expences shall be given out of the king's accounts, as also for the building of the walls in Judea.",,,English,KJV_1769,Negative,"('Objective', 0.4)",,['Judea'],['Jerusalem'],['Jerusalem']
134280,36354,1 Maccabees,1Ma,10,46,"Now when Jonathan and the people heard these words, they gave no credit unto them, nor received them, because they remembered the great evil that he had done in Israel; for he had afflicted them very sore.",,,English,KJV_1769,Positive,"('Subjective', 0.6833333333333332)",,['Jonathan'],['Israel'],['Israel']
134285,36359,1 Maccabees,1Ma,10,51,Afterward Alexander sent ambassadors to Ptolemee king of Egypt with a message to this effect:,,,English,KJV_1769,Neutral,"('Objective', 0.0)",,[],['Egypt'],['Egypt']
134290,36364,1 Maccabees,1Ma,10,56,"And now will I do to thee, as thou hast written: meet me therefore at Ptolemais, that we may see one another; for I will marry my daughter to thee according to thy desire.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,[],['thou'],['thou']
134291,36365,1 Maccabees,1Ma,10,57,"So Ptolemee went out of Egypt with his daughter Cleopatra, and they came unto Ptolemais in the hundred threescore and second year:",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,['Cleopatra'],['Egypt'],['Egypt']
134294,36368,1 Maccabees,1Ma,10,60,"Who thereupon went honourably to Ptolemais, where he met the two kings, and gave them and their friends silver and gold, and many presents, and found favour in their sight.",,,English,KJV_1769,Positive,"('Uncertain', 0.5)",,[],['Ptolemais'],['Ptolemais']
134295,36369,1 Maccabees,1Ma,10,61,"At that time certain pestilent fellows of Israel, men of a wicked life, assembled themselves against him, to accuse him: but the king would not hear them.",,,English,KJV_1769,Positive,"('Subjective', 0.5714285714285714)",,[],['Israel'],['Israel']
134300,36374,1 Maccabees,1Ma,10,66,Afterward Jonathan returned to Jerusalem with peace and gladness.,,,English,KJV_1769,Neutral,"('Objective', 0.0)",,['Afterward Jonathan'],['Jerusalem'],['Jerusalem']
134302,36376,1 Maccabees,1Ma,10,68,"Whereof when king Alexander heard tell, he was right sorry, and returned into Antioch.",,,English,KJV_1769,Negative,"('Subjective', 0.7678571428571428)",,['Alexander'],['Antioch'],['Antioch']
134303,36377,1 Maccabees,1Ma,10,69,"Then Demetrius made Apollonius the governor of Celosyria his general, who gathered together a great host, and camped in Jamnia, and sent unto Jonathan the high priest, saying,",,,English,KJV_1769,Positive,"('Subjective', 0.5966666666666667)",,['Jonathan'],['Jamnia'],['Jamnia']
134308,36382,1 Maccabees,1Ma,10,74,"So when Jonathan heard these words of Apollonius, he was moved in his mind, and choosing ten thousand men he went out of Jerusalem, where Simon his brother met him for to help him.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,"['Jonathan', 'Apollonius', 'Simon']",['Jerusalem'],['Jerusalem']
134317,36391,1 Maccabees,1Ma,10,83,"The horsemen also, being scattered in the field, fled to Azotus, and went into Bethdagon, their idol's temple, for safety.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,[],['Bethdagon'],['Bethdagon']
134321,36395,1 Maccabees,1Ma,10,87,"After this returned Jonathan and his host unto Jerusalem, having any spoils.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,['Jonathan'],['Jerusalem'],['Jerusalem']
134324,36398,1 Maccabees,1Ma,11,1,"And the king of Egypt gathered together a great host, like the sand that lieth upon the sea shore, and many ships, and went about through deceit to get Alexander's kingdom, and join it to his own.",,,English,KJV_1769,Positive,"('Subjective', 0.75)",,[],['Egypt'],['Egypt']
134325,36399,1 Maccabees,1Ma,11,2,"Whereupon he took his journey into Spain in peaceable manner, so as they of the cities opened unto him, and met him: for king Alexander had commanded them so to do, because he was his brother in law.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,['Alexander'],['Spain'],['Spain']
134326,36400,1 Maccabees,1Ma,11,3,"Now as Ptolemee entered into the cities, he set in every one of them a garrison of soldiers to keep it.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,[],['Ptolemee'],['Ptolemee']
134327,36401,1 Maccabees,1Ma,11,4,"And when he came near to Azotus, they shewed him the temple of Dagon that was burnt, and Azotus and the suburbs thereof that were destroyed, and the bodies that were cast abroad and them that he had burnt in the battle; for they had made heaps of them by the way where he should pass.",,,English,KJV_1769,Positive,"('Objective', 0.4)",,[],['Dagon'],['Dagon']
134329,36403,1 Maccabees,1Ma,11,6,"Then Jonathan met the king with great pomp at Joppa, where they saluted one another, and lodged.",,,English,KJV_1769,Positive,"('Subjective', 0.75)",,['Jonathan'],['Joppa'],['Joppa']
134330,36404,1 Maccabees,1Ma,11,7,"Afterward Jonathan, when he had gone with the king to the river called Eleutherus, returned again to Jerusalem.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,['Afterward Jonathan'],['Jerusalem'],['Jerusalem']
